image_filepath,anomaly,homogeneity,contrast,energy,dissimilarity,asm
images/13357.jpg,No-Anomaly,0.38644723042321183,33.256410983999636,0.09793138190781481,3.157028907686804,0.009668522288977422
images/13356.jpg,No-Anomaly,0.3306036342443753,31.68845541879723,0.08370410006649205,3.521924561119363,0.007086075586659104
images/19719.jpg,No-Anomaly,0.4077762638773726,55.36806223726279,0.16221699303542655,3.8249755057749972,0.02649176348567123
images/11542.jpg,No-Anomaly,0.3275853761826892,67.4856450675027,0.08271589417509063,4.63264290885143,0.0068954027580869605
images/11543.jpg,No-Anomaly,0.31664683716560177,53.36942235017171,0.07056712196174687,4.222267096265961,0.005031222023647553
images/11540.jpg,No-Anomaly,0.151139383394276,160.46119152709392,0.03554056054335279,8.44245307573397,0.0012672009666327417
images/11541.jpg,No-Anomaly,0.13157739984416197,204.8480960114022,0.03471470346149232,9.749043134233338,0.0012088491779347378
images/11546.jpg,No-Anomaly,0.30352263049250044,65.22110152736578,0.07001960053677775,4.428537930168379,0.004964159443805885
images/11547.jpg,No-Anomaly,0.31488528548333233,23.221379106268994,0.07163107963557297,3.3060101988091173,0.00520041090307716
images/11544.jpg,No-Anomaly,0.19433018861515894,72.43559696620314,0.044987413258329584,5.898131108299886,0.002037819228919566
images/11545.jpg,No-Anomaly,0.17814239330547343,103.7346297477081,0.04370059536406202,6.851425592565477,0.0019235976789798656
images/14545.jpg,No-Anomaly,0.3146304621433757,62.230864099399525,0.07425749723372237,4.75675269779962,0.00559573185261577
images/11548.jpg,No-Anomaly,0.34251027187390454,68.15496871297783,0.08661762140774755,4.56462180802857,0.007568389025826991
images/11549.jpg,No-Anomaly,0.3273143883628599,148.2781488172147,0.0783186688382544,5.314751769392806,0.006210015932839821
images/16426.jpg,No-Anomaly,0.2151400959186396,89.85117736907584,0.05219152510563893,6.21491978453506,0.0027403639179995848
images/19927.jpg,No-Anomaly,0.16795257913649442,188.43432533563234,0.038355878581163225,8.889884107368376,0.0014796114711645373
images/5988.jpg,Cell,0.3589246213585892,165.64884595812012,0.10029986966097683,4.9219692521108245,0.010162042085747894
images/5989.jpg,Cell,0.1810375834138405,136.18504872427127,0.04295260903687707,7.548027855014438,0.0018622744951988365
images/19399.jpg,No-Anomaly,0.18957456041193,128.03141957146403,0.04367377760050869,7.165727925539141,0.0019165254761386653
images/19398.jpg,No-Anomaly,0.2936536029166164,71.50300798242002,0.06230993433762738,5.149538871671321,0.00394434108749249
images/5982.jpg,Cell,0.19298966552464544,108.06233172227049,0.04036087151654872,6.406351610685138,0.0016410875427572344
images/5983.jpg,Cell,0.31547012747199105,124.02102518054274,0.07404680704276642,5.962235209095915,0.0055414538548471184
images/5980.jpg,Cell,0.260265618881857,36.628265214241935,0.054510495543040355,4.144280908189654,0.0030012898199846608
images/5981.jpg,Cell,0.3202812295370728,50.19726675483966,0.07521899121422267,4.001222749098898,0.0057214991027786585
images/5986.jpg,Cell,0.2213405321319296,119.31990046160455,0.05108889739123996,6.837543500586999,0.002636792550138198
images/5987.jpg,Cell,0.28678786544029666,56.30782052202949,0.068219650336435,4.416402726135275,0.0047192899352753595
images/5984.jpg,Cell,0.27505812463350093,46.21116040178534,0.06995929395228628,4.365731698991138,0.004944857079301634
images/5985.jpg,Cell,0.413939728220264,109.32655593673883,0.13611487437497477,3.7917808870898058,0.018662629507750463
